Date,Close,rend_lag_1,rend_lag_2,rend_lag_3,rend_lag_4,rend_lag_5,SMA,EMA,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,ATR,OBV,VWAP,VIX,close_sma_ratio,close_ema_ratio,close_rsi_ratio,close_macd_ratio,close_macd_hist_ratio,close_bb_upper_ratio,close_bb_lower_ratio,close_atr_ratio,close_obv_ratio,close_vwap_ratio
2000-02-18,3.237499952316284,-0.023872652384340998,-0.04233700308722388,-0.008396305733096132,-0.022969671999252483,0.0,3.6010937213897707,3.62362248241751,39.993807630451066,-0.04900178055619442,-0.0025289185034056832,-0.046472862052788735,4.224558289884393,2.9776291528951484,0.28427704104035106,-1014634000.0,3.8282049166787044,26.0,0.8990324059288397,0.8934429477753921,0.0809500306205221,-66.06902678982397,-69.66431180069765,0.7663522977226762,1.0872744005641077,11.388538238853924,-3.190805701677929e-09,0.8456966183317827
2000-02-22,3.1781249046325684,-0.06159422968996808,-0.023872652384340998,-0.04233700308722388,-0.008396305733096132,-0.022969671999252483,3.5846874713897705,3.5811941416760873,38.88539356977288,-0.07904056999500986,-0.01783124880172652,-0.06120932119328334,4.234004699011461,2.93537024376808,0.27624832382318315,-1128350000.0,3.8443346326966235,25.860000610351562,0.8865835390108417,0.8874483702648769,0.08173055774605938,-40.20878018507731,-51.92223737618107,0.7506191255230739,1.082699843871439,11.504594347029503,-2.8166126686157384e-09,0.8267035022399338
2000-02-23,3.5218749046325684,-0.01833978333844788,-0.06159422968996808,-0.023872652384340998,-0.04233700308722388,-0.008396305733096132,3.5876562118530275,3.5755446905290857,47.889806052775995,-0.07425283442718689,-0.029115565926818597,-0.04513726850036829,4.235252336874824,2.940060086831231,0.285757385745446,-959526000.0,3.85461500250105,23.889999389648438,0.9816645455037948,0.9849897594515661,0.07354122296405538,-47.43084801814746,-78.02587577056933,0.8315620002068982,1.1978921520710863,12.324702983424794,-3.6704319681098464e-09,0.9136774755319054
2000-02-24,3.421875,0.10816126184938035,-0.01833978333844788,-0.06159422968996808,-0.023872652384340998,-0.04233700308722388,3.5967187166213987,3.560909481907268,45.776815749000264,-0.07763277377434319,-0.03881900749632351,-0.038813766278019676,4.229539988051968,2.9638974451908293,0.2858818513802404,-1076912000.0,3.734170901884818,24.3799991607666,0.9513879926685956,0.9609553450842566,0.0747512675141615,-44.07771143082477,-88.16137489697348,0.8090418839085239,1.154518691445373,11.969542604677958,-3.1774880398769816e-09,0.9163680747104566
2000-02-25,3.456249952316284,-0.028393939972436666,0.10816126184938035,-0.01833978333844788,-0.06159422968996808,-0.023872652384340998,3.602187466621399,3.5509419076605075,46.64824145469744,-0.07665400898948471,-0.046386007794955754,-0.030268001194528958,4.228130791616086,2.9762441416267125,0.2804170694696924,-979502000.0,3.694949424121997,25.200000762939453,0.9594864188337221,0.9733332851376862,0.07409175232624428,-45.088965311526074,-114.18824553703972,0.8174415888859551,1.1612790442746466,12.325390743340026,-3.5285787597332972e-09,0.9353984467967561
2000-02-28,3.2874999046325684,0.010045648165489363,-0.028393939972436666,0.10816126184938035,-0.01833978333844788,-0.06159422968996808,3.6123437166213987,3.525852193086418,42.99522166903212,-0.08847516278820278,-0.05480383879360516,-0.033671323994597616,4.210317069633522,3.0143703636092756,0.2782444216504287,-1080656000.0,3.670553699960024,24.68000030517578,0.91007394714569,0.9323986726042524,0.07646198291379978,-37.157319648028064,-97.63500553646273,0.7808200309528521,1.0906091515231922,11.815151172240952,-3.042133578708274e-09,0.8956414136287865
2000-02-29,3.4437499046325684,-0.0488246075983666,0.010045648165489363,-0.028393939972436666,0.10816126184938035,-0.01833978333844788,3.6231249570846558,3.5180329275193847,47.12412857629168,-0.08426409909445498,-0.060695890853775136,-0.023568208240679844,4.200417928835898,3.0458319853334137,0.2698653932840319,-937686000.0,3.581006976800892,23.3700008392334,0.9504916185401396,0.9788850688958177,0.07307827239833845,-40.86853050873222,-146.1184435178442,0.8198588718972942,1.130643423936464,12.760991184253253,-3.6726045868580404e-09,0.9616708168798535
2000-03-01,3.293750047683716,0.04752851848902595,-0.0488246075983666,0.010045648165489363,-0.028393939972436666,0.10816126184938035,3.6192187070846558,3.496672653249321,43.841197673559165,-0.09197035858849922,-0.06695078440071996,-0.025019574187779267,4.204264348783584,3.0341730653857284,0.2644285726660702,-1049220000.0,3.514534613131684,21.639999389648438,0.9100721217085246,0.9419669423796256,0.07512910737997909,-35.813169571523176,-131.6469266408434,0.7834307680097932,1.0855511457995848,12.456104930245871,-3.139236811806595e-09,0.9371795729019057
2000-03-02,3.128124952316284,-0.04355712845089921,0.04752851848902595,-0.0488246075983666,0.010045648165489363,-0.028393939972436666,3.602031207084656,3.4615728722080794,40.487247245218796,-0.11017218934860251,-0.07559506539029648,-0.03457712395830603,4.222506300079178,2.981556114090134,0.2587104637387592,-1208822000.0,3.4448112752659714,21.059999465942383,0.8684336066172139,0.9036715585077097,0.07726198161535147,-28.39305427995439,-90.4680492249227,0.7408218555547513,1.0491585040219435,12.091219300178766,-2.5877465435906063e-09,0.9080686000932704
2000-03-03,3.125,-0.050284658207111144,-0.04355712845089921,0.04752851848902595,-0.0488246075983666,0.010045648165489363,3.5478124618530273,3.429518312950167,40.42440960719399,-0.12342664338418619,-0.08516138098907441,-0.03826526239511177,4.135153191587383,2.960471732118671,0.2498293489680516,-1330012000.0,3.386509053596118,19.209999084472656,0.880824461157625,0.9112066811831041,0.07730477774111685,-25.318682533340162,-81.6667599906281,0.7557156543456591,1.0555750173515703,12.508538379930807,-2.3496028607260687e-09,0.9227791659619445
